name,rate,dish_liked,reviews_list,cuisines_감자탕,"cuisines_곰탕,설렁탕","cuisines_곱창,막창,양",cuisines_공방,"cuisines_과일,주스전문점",cuisines_국밥,cuisines_국수,cuisines_김밥,cuisines_낙지요리,cuisines_냉면,"cuisines_다이어트,샐러드",cuisines_닭갈비,cuisines_닭발,cuisines_닭요리,cuisines_덮밥,"cuisines_도시락,컵밥",cuisines_돈가스,cuisines_돼지고기구이,cuisines_두부요리,"cuisines_딤섬,중식만두",cuisines_떡볶이,cuisines_라면,cuisines_마라탕,cuisines_만두,"cuisines_매운탕,해물탕","cuisines_맥주,호프","cuisines_멕시코,남미음식",cuisines_밀키트,cuisines_바(BAR),cuisines_바오밥나무과자점,"cuisines_백반,가정식","cuisines_백숙,삼계탕",cuisines_베이글,cuisines_베트남음식,cuisines_분식,cuisines_브런치,cuisines_비빔밥,cuisines_샌드위치,cuisines_생선구이,cuisines_생선회,cuisines_샤브샤브,cuisines_소고기구이,"cuisines_순대,순댓국",cuisines_술집,"cuisines_스테이크,립","cuisines_스파게티,파스타전문",cuisines_스페인음식,cuisines_쌈밥,"cuisines_아귀찜,해물찜",cuisines_아시아음식,cuisines_아이스크림,cuisines_애플김밥,cuisines_양꼬치,cuisines_양식,"cuisines_오뎅,꼬치",cuisines_오리요리,cuisines_와인,cuisines_와플,cuisines_요리주점,"cuisines_우동,소바","cuisines_육류,고기요리",cuisines_이자카야,cuisines_이탈리아음식,cuisines_인도음식,cuisines_일본식라면,cuisines_일식당,"cuisines_장어,먹장어요리","cuisines_전,빈대떡","cuisines_전통,민속주점",cuisines_정육식당,cuisines_조개요리,"cuisines_족발,보쌈",cuisines_종합분식,cuisines_주꾸미요리,cuisines_죽,cuisines_중식당,"cuisines_찌개,전골",cuisines_찜닭,cuisines_차,"cuisines_초밥,롤","cuisines_치킨,닭강정",cuisines_카레,"cuisines_칼국수,만두",cuisines_케이크전문,cuisines_태국음식,cuisines_테이크아웃커피,cuisines_토스트,cuisines_패밀리레스토랑,cuisines_포장마차,cuisines_퓨전음식,cuisines_프랑스음식,cuisines_피자,cuisines_한식,cuisines_한정식,cuisines_핫도그,cuisines_해장국,cuisines_햄버거,cuisines_호두과자,city_Banashankari,city_Bannerghatta Road,cost,Mean Rating
New Biryani Mane,3.7,"Anchovy Shrimp Pasta, Vongole Pasta, Aglio e Olio Pasta, Magma Risotto","음식이 맛있어요: 148, 가성비가 좋아요: 80, 친절해요: 74, 양이 많아요: 58, 인테리어가 멋져요: 53",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07960867416707414,-0.24322447704392128
Upahara Darshini,3.8,"새우탕면, 특제차오판, 딴딴미엔, 깐풍기(소), 산서초꿔바로우(소), 갈비차오판","음식이 맛있어요: 394, 인테리어가 멋져요: 134, 특별한 메뉴가 있어요: 111, 양이 많아요: 102, 친절해요: 94",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07963341698444594,0.46023738423165134
Karnataka Bhel House,4.1,"초밥, 간장새우, 치즈알밥, 회정식, 모둠회 중, 해장라면, 회덮밥","음식이 맛있어요: 88, 친절해요: 44, 재료가 신선해요: 40, 가성비가 좋아요: 33, 단체모임 하기 좋아요: 24",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07954153285360288,0.6751840640658539
Sreeraj Lassi Bar,4.1,"주류, 곁들임 메뉴, 콩나물 국밥류, 콩나물 두루치기","음식이 맛있어요: 210, 가성비가 좋아요: 116, 친절해요: 97, 양이 많아요: 79, 혼밥하기 좋아요: 53",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07967519380171695,0.44069677697399606
Bunt'S Biriyani Palace,3.0,"유발도삭면, 수주어편, 크림새우","음식이 맛있어요: 595, 특별한 메뉴가 있어요: 253, 친절해요: 164, 혼밥하기 좋아요: 161, 양이 많아요: 145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07962968691147532,-2.001879130232854
Chai Point,3.2,"볶음밥, 막창 220g, 곱창전골 大, 뚝배기 곱창전골, 모듬곱창 320g, 꼬들이 220g","음식이 맛있어요: 349, 친절해요: 190, 매장이 청결해요: 93, 가성비가 좋아요: 67, 양이 많아요: 66",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07961279985384467,0.18666888262448386
Janahaar,3.8,"함밤 스테-끼 밥, 토끼정 3인밥상, 반반덮밥, 토끼정 카레","음식이 맛있어요: 678, 매장이 넓어요: 369, 인테리어가 멋져요: 337, 친절해요: 304, 특별한 메뉴가 있어요: 212",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0795952103798754,0.010803417305590928
Redberrys,4.0,"똠얌꿍, 싱하(Singha), 튀긴삼겹살과 모닝글로리볶음, 팟타이, 버터 새우, 텃만꿍, 팟크랏파우무쌉","음식이 맛있어요: 224, 가성비가 좋아요: 118, 친절해요: 107, 양이 많아요: 72, 인테리어가 멋져요: 55",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07965774853736202,0.5188592060046153
Utsav,3.7,계동이잌,"음식이 맛있어요: 126, 친절해요: 88, 인테리어가 멋져요: 87, 매장이 청결해요: 49, 특별한 날 가기 좋아요: 40",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07973487496924694,-0.24322447704392128
The Spice Saga,3.7,"살몬 타르타르, 에스프레소, 데비스 베네딕트","인테리어가 멋져요: 71, 뷰가 좋아요: 57, 음식이 맛있어요: 51, 친절해요: 48, 재료가 신선해요: 25",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07957996723293745,-0.24322447704392128
Jalsa,4.1,"치킨레드커리, 그린커리, 똠얌꿍, 카오팟 쌉파롯, 팍붕파이뎅, 쏨땀타이, 팟타이","음식이 맛있어요: 384, 양이 많아요: 92, 인테리어가 멋져요: 87, 특별한 메뉴가 있어요: 83, 가성비가 좋아요: 74",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07963762663822707,0.8119683148694381
Subz,4.2,"나전칠기한상<대>(840g, 4인), 한우 양념갈비 1대(250g), (점심)한우 동판 파불고기(1인), (하루전예약) 한우 뭉티기(200g), (점심)한우갈비탕, 한우 육회/육사시미 (200g), (점심)한우 육회비빔밥","음식이 맛있어요: 92, 친절해요: 35, 재료가 신선해요: 31, 매장이 청결해요: 13, 양이 많아요: 9",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07929336996854204,1.0269149947036398
Cafe Shuffle,4.2,"클래식 브런치, 에그인헬, 루꼴라 트리플 치즈 파니니, 아보카도 살몬 브런치, 아메리카노, 프렌치토스트 브런치, 아이스크림 와플","음식이 맛있어요: 195, 인테리어가 멋져요: 116, 친절해요: 107, 재료가 신선해요: 87, 특별한 메뉴가 있어요: 61",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07963358276546686,1.0269149947036398
Mint And Mustard,4.0,"눈꽃치즈불닭크림파스타, 사시미 모리아와세, 소곱창 우삼겹 모츠나베","음식이 맛있어요: 479, 술이 다양해요: 327, 친절해요: 241, 특별한 메뉴가 있어요: 240, 인테리어가 멋져요: 142",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07957097117459654,0.5188592060046153
Punjabi Raswada,3.5,"가지덮밥, 꿔바로우, 매운양념꼬치, 생양갈비, 소갈비살꼬치, 마라갈비, 양꼬치","음식이 맛있어요: 70, 친절해요: 25, 양이 많아요: 16, 특별한 메뉴가 있어요: 14, 재료가 신선해요: 12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07963043292606944,-0.7121990512276369
Vinny'S,4.2,"타바스코 라구나초, 메론소다 알콜, 등촌 버섯전골, 깔루아 초코카라멜, 콘치즈 김치볶음밥, 켈리, 니모 어묵탕","음식이 맛있어요: 368, 술이 다양해요: 290, 친절해요: 288, 인테리어가 멋져요: 237, 특별한 메뉴가 있어요: 171",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07965072452302964,0.5774810277775803
Kapoor'S Cafe,4.2,"치킨세트, 모둠튀김세트, 버터갈릭감자세트, 짜장떡볶이, 즉석떡볶이","음식이 맛있어요: 1770, 친절해요: 1227, 가성비가 좋아요: 911, 매장이 청결해요: 689, 양이 많아요: 633",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07962894089688119,0.7924277076117828
Sukh Sagar,3.8,"떡심, 오뎅","음식이 맛있어요: 113, 특별한 메뉴가 있어요: 84, 친절해요: 44, 가성비가 좋아요: 30, 재료가 신선해요: 22",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07971958167006739,-0.5167929786510888
Andhra Ruchulu,4.1,"미니 사시미, 마시따사시미+우동(소), 연어7+꽃등심5, 모듬초밥(10개), 스페셜초밥(14개), 장어롤, 마시따롤","음식이 맛있어요: 184, 가성비가 좋아요: 148, 친절해요: 94, 혼밥하기 좋아요: 84, 재료가 신선해요: 50",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07962452370520545,0.4797779914893057
Steaming Mugs,3.9,"모히또, 수많은 칵테일이 5900원, 깔루아밀크","가성비가 좋아요: 11, 술이 다양해요: 10, 친절해요: 10, 인테리어가 멋져요: 7, 혼술하기 좋아요: 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07969086010819357,0.30391252617041276
San Churro Cafe,3.8,"항정살(150g), 갈비살(150g), 물냉면, 치즈계란찜, 살치살(150g), 비빔냉면, 스테이크갈비무한리필","음식이 맛있어요: 173, 가성비가 좋아요: 138, 양이 많아요: 93, 친절해요: 87, 고기 질이 좋아요: 65",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0796926008089132,0.010803417305590928
Rajathadri Food Fort,4.0,"훠궈 무한리필 평일오후/주말/공휴일, 훠궈 무한리필 평일런치","음식이 맛있어요: 220, 가성비가 좋아요: 143, 재료가 신선해요: 107, 양이 많아요: 93, 친절해요: 56",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0796170046633752,0.5188592060046153
Brew Meister,4.1,"삼겹 생강 간장구이, 토마토찜닭, 직화소불고기, 사과 고추장 제육볶음, 닭다리살야채볶음, 모시조개 연어찜, 콩크림찹스테이크","음식이 맛있어요: 103, 반찬이 잘 나와요: 44, 재료가 신선해요: 42, 혼밥하기 좋아요: 35, 친절해요: 30",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07964404769241222,0.7728871003541284
