name,rate,dish_liked,reviews_list,cuisines_감자탕,"cuisines_곰탕,설렁탕","cuisines_곱창,막창,양",cuisines_공방,"cuisines_과일,주스전문점",cuisines_국밥,cuisines_국수,cuisines_김밥,cuisines_낙지요리,cuisines_냉면,"cuisines_다이어트,샐러드",cuisines_닭갈비,cuisines_닭발,cuisines_닭요리,cuisines_덮밥,"cuisines_도시락,컵밥",cuisines_돈가스,cuisines_돼지고기구이,cuisines_두부요리,"cuisines_딤섬,중식만두",cuisines_떡볶이,cuisines_라면,cuisines_마라탕,cuisines_만두,"cuisines_매운탕,해물탕","cuisines_맥주,호프","cuisines_멕시코,남미음식",cuisines_밀키트,cuisines_바(BAR),cuisines_바오밥나무과자점,"cuisines_백반,가정식","cuisines_백숙,삼계탕",cuisines_베이글,cuisines_베트남음식,cuisines_분식,cuisines_브런치,cuisines_비빔밥,cuisines_샌드위치,cuisines_생선구이,cuisines_생선회,cuisines_샤브샤브,cuisines_소고기구이,"cuisines_순대,순댓국",cuisines_술집,"cuisines_스테이크,립","cuisines_스파게티,파스타전문",cuisines_스페인음식,cuisines_쌈밥,"cuisines_아귀찜,해물찜",cuisines_아시아음식,cuisines_아이스크림,cuisines_애플김밥,cuisines_양꼬치,cuisines_양식,"cuisines_오뎅,꼬치",cuisines_오리요리,cuisines_와인,cuisines_와플,cuisines_요리주점,"cuisines_우동,소바","cuisines_육류,고기요리",cuisines_이자카야,cuisines_이탈리아음식,cuisines_인도음식,cuisines_일본식라면,cuisines_일식당,"cuisines_장어,먹장어요리","cuisines_전,빈대떡","cuisines_전통,민속주점",cuisines_정육식당,cuisines_조개요리,"cuisines_족발,보쌈",cuisines_종합분식,cuisines_주꾸미요리,cuisines_죽,cuisines_중식당,"cuisines_찌개,전골",cuisines_찜닭,cuisines_차,"cuisines_초밥,롤","cuisines_치킨,닭강정",cuisines_카레,"cuisines_칼국수,만두",cuisines_케이크전문,cuisines_태국음식,cuisines_테이크아웃커피,cuisines_토스트,cuisines_패밀리레스토랑,cuisines_포장마차,cuisines_퓨전음식,cuisines_프랑스음식,cuisines_피자,cuisines_한식,cuisines_한정식,cuisines_핫도그,cuisines_해장국,cuisines_햄버거,cuisines_호두과자,city_Banashankari,city_Bannerghatta Road,cost,Mean Rating
Hyderabadi Bawarchi,3.2,"크크크치킨(뼈), 메이플시럽, 코카콜라 1.25L 추가, 닭다리(무 콜라 별도)(6조각), 멘보샤(10개)(1인분)","음식이 맛있어요: 201, 재료가 신선해요: 45, 친절해요: 39, 가성비가 좋아요: 32, 특별한 메뉴가 있어요: 32",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07963326439055168,-1.493823341533829
Fish Chain,3.9,해물국물떡볶이,"음식이 맛있어요: 21, 친절해요: 11, 가성비가 좋아요: 11, 대화하기 좋아요: 9, 단체모임 하기 좋아요: 6",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07960432241527507,0.46023738423165134
Prasiddhi Food Corner,3.7,순대국,"음식이 맛있어요: 125, 친절해요: 58, 혼밥하기 좋아요: 56, 매장이 청결해요: 43, 인테리어가 멋져요: 42",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07964535321795195,-0.24322447704392128
Hyderabad Biryaani House,3.6,"우삼겹 부대 두루치기 2인분, 쉐프의 부대찌개 2인분 + 서비스 1, 우삼겹 부대찌개 2인분 + 서비스 1, 함박스테이크, 쉐프 돈가스, 김치 부대찌개 2인분 + 서비스 1, 얼큰해물부대찌개. 2인분","음식이 맛있어요: 24, 친절해요: 10, 가성비가 좋아요: 6, 양이 많아요: 5, 매장이 청결해요: 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07962670285309882,0.44069677697399606
Galito'S,4.6,"더맛 쪽갈비 1인분 (500g)(1인분), 주먹밥, 공기밥, 간장쪽갈비 2인분 (1kg)(2인분), 묵은지쪽갈비전골(大), 도시락, 환타 파인(캔 355ml)","음식이 맛있어요: 60, 친절해요: 28, 양이 많아요: 16, 매장이 청결해요: 15, 재료가 신선해요: 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07960629715978894,2.00394535758638
Rajdhani Thali Restaurant,3.9,"빅치킨마요, 새치 고기고기, 돈까스도련님, 진달래, 치킨제육, 소불고기 철판볶음밥, 돈까스 카레","음식이 맛있어요: 53, 가성비가 좋아요: 39, 혼밥하기 좋아요: 21, 양이 많아요: 21, 재료가 신선해요: 17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07969309815197595,0.40161556245868646
Phew (Play Hard Eat Wild),3.9,"쫄면, 카레돈가스 세트메뉴[면 선택1], 더블돈가스, 냉쫄면, 생등심돈가스 파 우동세트(NEW), 치킨안심가스, 마늘돈가스 세트메뉴[면 선택1]","음식이 맛있어요: 317, 친절해요: 152, 가성비가 좋아요: 126, 매장이 청결해요: 113, 혼밥하기 좋아요: 85",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07966077085289719,0.26483131165510315
Chicken County Grand,3.9,"신전치즈김밥, 모듬튀김, 고구마치즈볼(4개), 오징어튀김(3개), 제주바싹불고기컵밥, 잡채말이튀김(3개), 치킨텐더(3개)","음식이 맛있어요: 217, 가성비가 좋아요: 78, 친절해요: 67, 혼밥하기 좋아요: 51, 특별한 메뉴가 있어요: 29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07971280537083741,0.26483131165510315
Roll Over,4.1,"수제 대왕 돈까스, LA 양념 갈비 구이(300g), 고기 듬뿍 김치찌개, 제육볶음","음식이 맛있어요: 97, 친절해요: 52, 가성비가 좋아요: 34, 재료가 신선해요: 29, 양이 많아요: 29",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07964162314498133,0.6947246713235091
Savoury - Sea Shell Restaurant,3.9,"돼지고기 두부김치, 치즈감자전, 치즈새우, 해물파전, 소세지2ea, 오코노미야키, 명란구이","음식이 맛있어요: 12, 인테리어가 멋져요: 7, 친절해요: 5, 가성비가 좋아요: 5, 대화하기 좋아요: 5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07964425613766647,0.26483131165510315
Firangi Bake,4.0,슈퍼슈프림 XXXL,"음식이 맛있어요: 85, 가성비가 좋아요: 50, 양이 많아요: 31, 친절해요: 30, 재료가 신선해요: 14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07956539401736346,0.5188592060046153
Zaitoon,4.1,"A 세트, 매운무뼈닭발, 양념더덕구이, 닭갈비 고추장구이, B 세트, 닭갈비 소금구이, 닭똥집","음식이 맛있어요: 152, 친절해요: 66, 재료가 신선해요: 41, 가성비가 좋아요: 40, 특별한 메뉴가 있어요: 33",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07960059234230445,0.8705901366424013
Kundana,3.7,"어린이돈까쯔, 모듬까쯔(안심+생선), 판모밀+돈까쯔1/2","음식이 맛있어요: 86, 친절해요: 40, 가성비가 좋아요: 30, 양이 많아요: 27, 혼밥하기 좋아요: 19",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07966649029811883,-0.20414326252861165
Faasos,3.9,"민트초코봉봉 레디팩, 유자 캐모마일 티 (ICED), 달콤함에 퐁당 헬로키티, (ICED) 노릇노릇 군고구마 라떼, 옹기종기팩, 도라에몽 수능 모찌 선물세트 (3개입), 파인트","디저트가 맛있어요: 290, 친절해요: 191, 매장이 청결해요: 172, 인테리어가 멋져요: 71, 특별한 메뉴가 있어요: 69",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07964576959819053,0.3625343479433768
Punjabi Food Corner,3.0,"치뱅이, 후라이드순살치킨, 하이볼(바카디,봄베이,피치트리), 통마늘모래집볶음, 살얼음맥주500cc, 바다가득어묵탕, 소주","음식이 맛있어요: 118, 기본 안주가 좋아요: 65, 가성비가 좋아요: 59, 친절해요: 58, 인테리어가 멋져요: 52",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07962327118596585,-2.001879130232854
Pathaan Sir,3.9,"환타 파인 355ml, [ 중독성 甲 ] 홍어무침, 동태전, 콜라 355ml, 오삼불고기, 주먹밥","음식이 맛있어요: 91, 친절해요: 39, 양이 많아요: 27, 가성비가 좋아요: 24, 재료가 신선해요: 23",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07959540267556271,-0.32138690607454057
Cold Stone Creamery,3.9,"양념반+후라이드반(뼈), 양념반+후라이드반(순살), 양념감자, 감자튀김(2인분), 마늘간장, 소스추가","음식이 맛있어요: 214, 친절해요: 46, 가성비가 좋아요: 37, 재료가 신선해요: 35, 양이 많아요: 15",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07963958855972463,0.6556434568081995
Amritsari Kulcha Land,4.1,"등심스테이크 (280g), 까르보나라 파스타, 왕돈까스, 바베큐 목살스테이크(220g), 스테이크피자, 빠네파스타(왕새우)","음식이 맛있어요: 35, 친절해요: 23, 가성비가 좋아요: 19, 매장이 넓어요: 9, 양이 많아요: 8",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07962434047355076,0.557940420519925
Chokha Chowka,3.9,"생항정살, 생돼지막창, 생소막창, 생삼겹살, 잔치국수","음식이 맛있어요: 26, 친절해요: 20, 재료가 신선해요: 6, 가성비가 좋아요: 6, 특별한 메뉴가 있어요: 6",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07962446480931644,0.24529070439744874
Gorbandh,4.1,족발(앞발)+쟁반국수or순두부찌개,"음식이 맛있어요: 41, 친절해요: 26, 재료가 신선해요: 16, 양이 많아요: 12, 가성비가 좋아요: 12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07942154883971443,0.5970216350352346
Grills & Rolls,2.5,"십센치 부대찌개 3인분(비조리), 땅스 부대 떡볶이 3인분(비조리), 땅스식혜 세트메뉴(비조리), 오리지널 부대찌개 3인분(비조리), 베이컨 부대찌개 3인분(비조리), 모둠사리(햄+물만두+치즈2장+당면), 코카콜라 1.25L","음식이 맛있어요: 207, 가성비가 좋아요: 196, 양이 많아요: 101, 친절해요: 82, 재료가 신선해요: 65",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07965958234925459,-3.272018601980416
Bathinda Junction,3.9,"재구매1위)시그니처8종도시락, [1인] 혼밥정식 (반반유부4P+면1), 에그마요 토핑, 크래미와사마요 토핑, (초밥과 잘 어울리는) 맑은 장국, 사이다(355ml), (BEST) 정직우동","음식이 맛있어요: 43, 양이 많아요: 18, 재료가 신선해요: 16, 혼밥하기 좋아요: 14, 친절해요: 12",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.07969531288280225,0.49931859874696094
